usertype,start_station_name,end_station_name,route,num_of_trips,duration
Subscriber,Pershing Square North,Broadway & W 36 St,Pershing Square North to Broadway & W 36 St,3836,7.43
Subscriber,Greenwich Ave & 8 Ave,W 26 St & 10 Ave,Greenwich Ave & 8 Ave to W 26 St & 10 Ave,3835,9.0
Subscriber,W 24 St & 7 Ave,Broadway & E 22 St,W 24 St & 7 Ave to Broadway & E 22 St,3835,5.7
Subscriber,Lafayette St & E 8 St,Carmine St & 6 Ave,Lafayette St & E 8 St to Carmine St & 6 Ave,3829,8.31
Subscriber,St Marks Pl & 2 Ave,E 7 St & Avenue A,St Marks Pl & 2 Ave to E 7 St & Avenue A,3827,4.52
Subscriber,E 25 St & 2 Ave,St Marks Pl & 2 Ave,E 25 St & 2 Ave to St Marks Pl & 2 Ave,3826,7.92
Subscriber,E 47 St & Park Ave,FDR Drive & E 35 St,E 47 St & Park Ave to FDR Drive & E 35 St,3824,8.8
Subscriber,E 31 St & 3 Ave,E 39 St & 3 Ave,E 31 St & 3 Ave to E 39 St & 3 Ave,3822,4.5
Customer,Central Park S & 6 Ave,Central Park North & Adam Clayton Powell Blvd,Central Park S & 6 Ave to Central Park North & Adam Clayton Powell Blvd,3818,31.13
Subscriber,W Broadway & Spring St,Cleveland Pl & Spring St,W Broadway & Spring St to Cleveland Pl & Spring St,3815,4.9
Subscriber,W 38 St & 8 Ave,Broadway & W 29 St,W 38 St & 8 Ave to Broadway & W 29 St,3811,7.92
Subscriber,Greenwich Ave & 8 Ave,Carmine St & 6 Ave,Greenwich Ave & 8 Ave to Carmine St & 6 Ave,3809,7.54
Subscriber,W 33 St & 7 Ave,1 Ave & E 30 St,W 33 St & 7 Ave to 1 Ave & E 30 St,3804,9.15
Subscriber,E 39 St & 2 Ave,Pershing Square North,E 39 St & 2 Ave to Pershing Square North,3803,6.11
Subscriber,E 23 St & 1 Ave,E 20 St & FDR Drive,E 23 St & 1 Ave to E 20 St & FDR Drive,3803,5.13
Subscriber,E 14 St & Avenue B,E 17 St & Broadway,E 14 St & Avenue B to E 17 St & Broadway,3801,8.93
Subscriber,Cleveland Pl & Spring St,Allen St & Rivington St,Cleveland Pl & Spring St to Allen St & Rivington St,3800,6.4
Subscriber,Barclay St & Church St,Pearl St & Hanover Square,Barclay St & Church St to Pearl St & Hanover Square,3800,7.63
Subscriber,Broadway & E 14 St,Lafayette St & Jersey St,Broadway & E 14 St to Lafayette St & Jersey St,3799,8.34
Subscriber,E 33 St & 2 Ave,E 32 St & Park Ave,E 33 St & 2 Ave to E 32 St & Park Ave,3798,4.81
Subscriber,E 17 St & Broadway,E 7 St & Avenue A,E 17 St & Broadway to E 7 St & Avenue A,3788,10.62
Subscriber,Forsyth St & Broome St,Henry St & Grand St,Forsyth St & Broome St to Henry St & Grand St,3787,7.43
Subscriber,W 38 St & 8 Ave,W 27 St & 7 Ave,W 38 St & 8 Ave to W 27 St & 7 Ave,3786,6.76
Subscriber,E 20 St & FDR Drive,E 15 St & 3 Ave,E 20 St & FDR Drive to E 15 St & 3 Ave,3785,7.22
Subscriber,W 33 St & 7 Ave,E 47 St & Park Ave,W 33 St & 7 Ave to E 47 St & Park Ave,3783,10.81
Subscriber,Broadway & W 58 St,Broadway & W 58 St,Broadway & W 58 St to Broadway & W 58 St,3781,27.69
Subscriber,1 Ave & E 18 St,E 20 St & FDR Drive,1 Ave & E 18 St to E 20 St & FDR Drive,3780,4.63
Subscriber,Lispenard St & Broadway,Barclay St & Church St,Lispenard St & Broadway to Barclay St & Church St,3779,7.65
Subscriber,W 17 St & 8 Ave,W 16 St & The High Line,W 17 St & 8 Ave to W 16 St & The High Line,3777,4.56
Subscriber,Greenwich Ave & 8 Ave,W 4 St & 7 Ave S,Greenwich Ave & 8 Ave to W 4 St & 7 Ave S,3775,5.32
Subscriber,Greenwich Ave & Charles St,University Pl & E 14 St,Greenwich Ave & Charles St to University Pl & E 14 St,3775,6.03
Subscriber,E 17 St & Broadway,W 38 St & 8 Ave,E 17 St & Broadway to W 38 St & 8 Ave,3770,14.12
Subscriber,W Broadway & Spring St,University Pl & E 14 St,W Broadway & Spring St to University Pl & E 14 St,3767,9.82
Subscriber,South End Ave & Liberty St,Liberty St & Broadway,South End Ave & Liberty St to Liberty St & Broadway,3762,6.17
Subscriber,Division St & Bowery,Canal St & Rutgers St,Division St & Bowery to Canal St & Rutgers St,3761,5.58
Subscriber,Carmine St & 6 Ave,Greenwich Ave & 8 Ave,Carmine St & 6 Ave to Greenwich Ave & 8 Ave,3761,7.64
Subscriber,Grand Army Plaza & Central Park S,Broadway & W 58 St,Grand Army Plaza & Central Park S to Broadway & W 58 St,3759,13.85
Subscriber,Cadman Plaza E & Red Cross Pl,Front St & Washington St,Cadman Plaza E & Red Cross Pl to Front St & Washington St,3758,3.61
Subscriber,Lafayette St & E 8 St,Broadway & E 22 St,Lafayette St & E 8 St to Broadway & E 22 St,3758,8.11
Subscriber,Carmine St & 6 Ave,Carmine St & 6 Ave,Carmine St & 6 Ave to Carmine St & 6 Ave,3756,17.52
Subscriber,E 23 St & 1 Ave,1 Ave & E 30 St,E 23 St & 1 Ave to 1 Ave & E 30 St,3750,4.47
Subscriber,W 26 St & 10 Ave,W 27 St & 7 Ave,W 26 St & 10 Ave to W 27 St & 7 Ave,3749,5.4
Subscriber,Soissons Landing,Yankee Ferry Terminal,Soissons Landing to Yankee Ferry Terminal,3744,25.41
Subscriber,West St & Chambers St,W 16 St & The High Line,West St & Chambers St to W 16 St & The High Line,3741,14.76
Subscriber,Greenwich Ave & 8 Ave,W 18 St & 6 Ave,Greenwich Ave & 8 Ave to W 18 St & 6 Ave,3740,6.61
Subscriber,Broadway & W 29 St,Broadway & W 24 St,Broadway & W 29 St to Broadway & W 24 St,3738,4.03
Subscriber,Pershing Square North,FDR Drive & E 35 St,Pershing Square North to FDR Drive & E 35 St,3738,8.3
Subscriber,W 45 St & 6 Ave,W 41 St & 8 Ave,W 45 St & 6 Ave to W 41 St & 8 Ave,3725,4.96
Subscriber,Carmine St & 6 Ave,Christopher St & Greenwich St,Carmine St & 6 Ave to Christopher St & Greenwich St,3724,6.54
Subscriber,Lafayette St & E 8 St,University Pl & E 14 St,Lafayette St & E 8 St to University Pl & E 14 St,3723,5.59
Subscriber,E 13 St & Avenue A,Lafayette St & E 8 St,E 13 St & Avenue A to Lafayette St & E 8 St,3723,7.33
Subscriber,W 52 St & 11 Ave,8 Ave & W 33 St,W 52 St & 11 Ave to 8 Ave & W 33 St,3722,12.84
Subscriber,West St & Chambers St,W 22 St & 10 Ave,West St & Chambers St to W 22 St & 10 Ave,3721,17.6
Subscriber,Pershing Square North,W 42 St & 8 Ave,Pershing Square North to W 42 St & 8 Ave,3716,8.79
Subscriber,MacDougal St & Washington Sq,Lafayette St & E 8 St,MacDougal St & Washington Sq to Lafayette St & E 8 St,3715,5.51
Subscriber,W 21 St & 6 Ave,Bank St & Hudson St,W 21 St & 6 Ave to Bank St & Hudson St,3714,9.97
Subscriber,Watts St & Greenwich St,Greenwich St & Warren St,Watts St & Greenwich St to Greenwich St & Warren St,3711,7.58
Subscriber,W 21 St & 6 Ave,Lexington Ave & E 24 St,W 21 St & 6 Ave to Lexington Ave & E 24 St,3710,7.55
Subscriber,Cleveland Pl & Spring St,Bayard St & Baxter St,Cleveland Pl & Spring St to Bayard St & Baxter St,3710,8.91
Subscriber,Pershing Square North,Broadway & W 29 St,Pershing Square North to Broadway & W 29 St,3709,8.39
Subscriber,Pershing Square North,W 21 St & 6 Ave,Pershing Square North to W 21 St & 6 Ave,3706,12.76
Subscriber,5 Ave & E 29 St,E 16 St & 5 Ave,5 Ave & E 29 St to E 16 St & 5 Ave,3704,6.11
Subscriber,11 Ave & W 41 St,Broadway & W 41 St,11 Ave & W 41 St to Broadway & W 41 St,3699,8.45
Subscriber,E 24 St & Park Ave S,E 17 St & Broadway,E 24 St & Park Ave S to E 17 St & Broadway,3698,7.3
Subscriber,Washington Pl & Broadway,University Pl & E 14 St,Washington Pl & Broadway to University Pl & E 14 St,3698,5.02
Subscriber,10 Ave & W 28 St,W 27 St & 7 Ave,10 Ave & W 28 St to W 27 St & 7 Ave,3694,5.7
Subscriber,W 22 St & 10 Ave,W 15 St & 7 Ave,W 22 St & 10 Ave to W 15 St & 7 Ave,3689,8.39
Subscriber,Lafayette St & E 8 St,Cleveland Pl & Spring St,Lafayette St & E 8 St to Cleveland Pl & Spring St,3688,9.15
Subscriber,Washington Ave & Park Ave,York St & Jay St,Washington Ave & Park Ave to York St & Jay St,3687,9.46
Subscriber,9 Ave & W 22 St,W 15 St & 7 Ave,9 Ave & W 22 St to W 15 St & 7 Ave,3686,6.53
Subscriber,2 Ave & E 31 St,E 32 St & Park Ave,2 Ave & E 31 St to E 32 St & Park Ave,3685,4.68
Subscriber,W 31 St & 7 Ave,5 Ave & E 29 St,W 31 St & 7 Ave to 5 Ave & E 29 St,3684,5.52
Subscriber,8 Ave & W 31 St,E 58 St & 3 Ave,8 Ave & W 31 St to E 58 St & 3 Ave,3681,17.73
Subscriber,W 22 St & 10 Ave,W 17 St & 8 Ave,W 22 St & 10 Ave to W 17 St & 8 Ave,3680,5.5
Subscriber,E 33 St & 2 Ave,Pershing Square North,E 33 St & 2 Ave to Pershing Square North,3674,7.64
Subscriber,W 21 St & 6 Ave,W 26 St & 10 Ave,W 21 St & 6 Ave to W 26 St & 10 Ave,3669,8.67
Subscriber,6 Ave & W 33 St,E 32 St & Park Ave,6 Ave & W 33 St to E 32 St & Park Ave,3667,4.95
Subscriber,E 15 St & 3 Ave,E 17 St & Broadway,E 15 St & 3 Ave to E 17 St & Broadway,3666,4.66
Subscriber,Carmine St & 6 Ave,Mott St & Prince St,Carmine St & 6 Ave to Mott St & Prince St,3664,8.34
Subscriber,Pershing Square North,E 23 St & 1 Ave,Pershing Square North to E 23 St & 1 Ave,3663,12.31
Customer,Central Park West & W 72 St,5 Ave & E 73 St,Central Park West & W 72 St to 5 Ave & E 73 St,3662,25.02
Subscriber,Pershing Square North,Broadway & W 24 St,Pershing Square North to Broadway & W 24 St,3662,10.36
Subscriber,Pershing Square South,Broadway & W 32 St,Pershing Square South to Broadway & W 32 St,3658,7.22
Subscriber,W 20 St & 11 Ave,E 17 St & Broadway,W 20 St & 11 Ave to E 17 St & Broadway,3657,11.09
Subscriber,Pershing Square North,E 25 St & 2 Ave,Pershing Square North to E 25 St & 2 Ave,3657,9.08
Subscriber,Lafayette Ave & St James Pl,DeKalb Ave & Hudson Ave,Lafayette Ave & St James Pl to DeKalb Ave & Hudson Ave,3650,6.79
Subscriber,Broadway & W 51 St,W 52 St & 5 Ave,Broadway & W 51 St to W 52 St & 5 Ave,3647,4.64
Subscriber,W 21 St & 6 Ave,E 17 St & Broadway,W 21 St & 6 Ave to E 17 St & Broadway,3644,6.87
Subscriber,E 31 St & 3 Ave,Broadway & W 32 St,E 31 St & 3 Ave to Broadway & W 32 St,3642,6.24
Subscriber,E 20 St & 2 Ave,St Marks Pl & 2 Ave,E 20 St & 2 Ave to St Marks Pl & 2 Ave,3642,6.01
Subscriber,E 17 St & Broadway,8 Ave & W 31 St,E 17 St & Broadway to 8 Ave & W 31 St,3638,11.55
Subscriber,E 17 St & Broadway,1 Ave & E 15 St,E 17 St & Broadway to 1 Ave & E 15 St,3637,7.55
Subscriber,E 10 St & Avenue A,E 10 St & Avenue A,E 10 St & Avenue A to E 10 St & Avenue A,3635,18.77
Subscriber,Old Fulton St,Atlantic Ave & Furman St,Old Fulton St to Atlantic Ave & Furman St,3635,13.88
Subscriber,E 47 St & Park Ave,Broadway & W 51 St,E 47 St & Park Ave to Broadway & W 51 St,3632,7.41
Subscriber,Cleveland Pl & Spring St,LaGuardia Pl & W 3 St,Cleveland Pl & Spring St to LaGuardia Pl & W 3 St,3630,6.87
Subscriber,MacDougal St & Prince St,W 21 St & 6 Ave,MacDougal St & Prince St to W 21 St & 6 Ave,3629,10.09
Subscriber,8 Ave & W 33 St,W 56 St & 10 Ave,8 Ave & W 33 St to W 56 St & 10 Ave,3628,12.05
Subscriber,E 17 St & Broadway,E 19 St & 3 Ave,E 17 St & Broadway to E 19 St & 3 Ave,3625,5.96
Subscriber,2 Ave & E 31 St,E 11 St & 2 Ave,2 Ave & E 31 St to E 11 St & 2 Ave,3623,10.05
Subscriber,E 6 St & Avenue B,Broadway & E 14 St,E 6 St & Avenue B to Broadway & E 14 St,3622,10.36
Subscriber,University Pl & E 14 St,LaGuardia Pl & W 3 St,University Pl & E 14 St to LaGuardia Pl & W 3 St,3621,7.63
Subscriber,E 20 St & FDR Drive,E 20 St & FDR Drive,E 20 St & FDR Drive to E 20 St & FDR Drive,3619,18.92
Subscriber,Greenwich Ave & 8 Ave,Greenwich Ave & Charles St,Greenwich Ave & 8 Ave to Greenwich Ave & Charles St,3615,4.5
Subscriber,W 24 St & 7 Ave,E 17 St & Broadway,W 24 St & 7 Ave to E 17 St & Broadway,3614,7.81
Subscriber,12 Ave & W 40 St,W 20 St & 11 Ave,12 Ave & W 40 St to W 20 St & 11 Ave,3614,13.29
Customer,Central Park West & W 76 St,Central Park S & 6 Ave,Central Park West & W 76 St to Central Park S & 6 Ave,3614,28.79
Customer,5 Ave & E 78 St,Central Park S & 6 Ave,5 Ave & E 78 St to Central Park S & 6 Ave,3613,35.84
Subscriber,Columbus Ave & W 72 St,W 63 St & Broadway,Columbus Ave & W 72 St to W 63 St & Broadway,3613,4.77
Subscriber,Barrow St & Hudson St,Vesey Pl & River Terrace,Barrow St & Hudson St to Vesey Pl & River Terrace,3612,12.16
Subscriber,Broadway & W 24 St,W 24 St & 7 Ave,Broadway & W 24 St to W 24 St & 7 Ave,3611,5.49
Subscriber,Vesey Pl & River Terrace,Bus Slip & State St,Vesey Pl & River Terrace to Bus Slip & State St,3609,10.71
Subscriber,E 39 St & 2 Ave,W 33 St & 7 Ave,E 39 St & 2 Ave to W 33 St & 7 Ave,3607,11.05
Subscriber,E 23 St & 1 Ave,W 21 St & 6 Ave,E 23 St & 1 Ave to W 21 St & 6 Ave,3606,9.49
Subscriber,Great Jones St,E 7 St & Avenue A,Great Jones St to E 7 St & Avenue A,3602,7.49
Subscriber,Bialystoker Pl & Delancey St,Norfolk St & Broome St,Bialystoker Pl & Delancey St to Norfolk St & Broome St,3598,4.12
Subscriber,W 21 St & 6 Ave,Carmine St & 6 Ave,W 21 St & 6 Ave to Carmine St & 6 Ave,3598,11.43
Subscriber,W 20 St & 7 Ave,W 22 St & 10 Ave,W 20 St & 7 Ave to W 22 St & 10 Ave,3596,7.18
Subscriber,9 Ave & W 45 St,W 44 St & 5 Ave,9 Ave & W 45 St to W 44 St & 5 Ave,3594,8.22
Subscriber,E 47 St & Park Ave,W 56 St & 6 Ave,E 47 St & Park Ave to W 56 St & 6 Ave,3593,7.92
Customer,Old Fulton St,Atlantic Ave & Furman St,Old Fulton St to Atlantic Ave & Furman St,3586,22.82
Subscriber,William St & Pine St,Barclay St & Church St,William St & Pine St to Barclay St & Church St,3581,5.7
Customer,5 Ave & E 78 St,Central Park West & W 85 St,5 Ave & E 78 St to Central Park West & W 85 St,3581,36.28
Subscriber,1 Ave & E 68 St,3 Ave & E 62 St,1 Ave & E 68 St to 3 Ave & E 62 St,3580,5.69
Subscriber,Broadway & Berry St,Metropolitan Ave & Bedford Ave,Broadway & Berry St to Metropolitan Ave & Bedford Ave,3578,5.95
Customer,5 Ave & E 73 St,5 Ave & E 88 St,5 Ave & E 73 St to 5 Ave & E 88 St,3578,22.52
Subscriber,Broadway & W 49 St,E 48 St & 5 Ave,Broadway & W 49 St to E 48 St & 5 Ave,3576,4.32
Subscriber,Mercer St & Bleecker St,University Pl & E 14 St,Mercer St & Bleecker St to University Pl & E 14 St,3575,7.14
Subscriber,Cumberland St & Lafayette Ave,DeKalb Ave & Hudson Ave,Cumberland St & Lafayette Ave to DeKalb Ave & Hudson Ave,3575,4.39
Subscriber,Broadway & W 60 St,Amsterdam Ave & W 73 St,Broadway & W 60 St to Amsterdam Ave & W 73 St,3570,7.26
Customer,South End Ave & Liberty St,South End Ave & Liberty St,South End Ave & Liberty St to South End Ave & Liberty St,3569,33.59
Customer,5 Ave & E 88 St,Central Park North & Adam Clayton Powell Blvd,5 Ave & E 88 St to Central Park North & Adam Clayton Powell Blvd,3561,19.07
Subscriber,Greenwich Ave & Charles St,Lafayette St & E 8 St,Greenwich Ave & Charles St to Lafayette St & E 8 St,3560,6.68
Subscriber,Yankee Ferry Terminal,Yankee Ferry Terminal,Yankee Ferry Terminal to Yankee Ferry Terminal,3557,32.81
Subscriber,E 32 St & Park Ave,E 17 St & Broadway,E 32 St & Park Ave to E 17 St & Broadway,3554,8.64
Subscriber,Lafayette St & E 8 St,E 12 St & 3 Ave,Lafayette St & E 8 St to E 12 St & 3 Ave,3553,3.93
Subscriber,Cleveland Pl & Spring St,Suffolk St & Stanton St,Cleveland Pl & Spring St to Suffolk St & Stanton St,3553,8.98
Subscriber,FDR Drive & E 35 St,Pershing Square North,FDR Drive & E 35 St to Pershing Square North,3546,8.67
Subscriber,E 85 St & 3 Ave,E 81 St & York Ave,E 85 St & 3 Ave to E 81 St & York Ave,3545,5.76
Subscriber,Liberty St & Broadway,Water - Whitehall Plaza,Liberty St & Broadway to Water - Whitehall Plaza,3544,4.48
Subscriber,Mercer St & Bleecker St,Christopher St & Greenwich St,Mercer St & Bleecker St to Christopher St & Greenwich St,3542,8.56
Subscriber,W 24 St & 7 Ave,11 Ave & W 27 St,W 24 St & 7 Ave to 11 Ave & W 27 St,3542,7.63
Subscriber,Broadway & W 41 St,E 47 St & Park Ave,Broadway & W 41 St to E 47 St & Park Ave,3537,7.79
Subscriber,W 38 St & 8 Ave,6 Ave & W 33 St,W 38 St & 8 Ave to 6 Ave & W 33 St,3534,5.99
Subscriber,W 33 St & 7 Ave,W 45 St & 6 Ave,W 33 St & 7 Ave to W 45 St & 6 Ave,3533,7.51
Subscriber,8 Ave & W 31 St,W 38 St & 8 Ave,8 Ave & W 31 St to W 38 St & 8 Ave,3526,4.32
Subscriber,Duane St & Greenwich St,Centre St & Chambers St,Duane St & Greenwich St to Centre St & Chambers St,3525,5.63
Subscriber,6 Ave & W 33 St,W 38 St & 8 Ave,6 Ave & W 33 St to W 38 St & 8 Ave,3525,6.55
Subscriber,E 47 St & Park Ave,Broadway & W 32 St,E 47 St & Park Ave to Broadway & W 32 St,3522,9.94
Subscriber,E 45 St & 3 Ave,W 33 St & 7 Ave,E 45 St & 3 Ave to W 33 St & 7 Ave,3520,11.51
Subscriber,W 84 St & Columbus Ave,Columbus Ave & W 72 St,W 84 St & Columbus Ave to Columbus Ave & W 72 St,3520,6.26
Subscriber,E 10 St & Avenue A,E 12 St & 3 Ave,E 10 St & Avenue A to E 12 St & 3 Ave,3513,6.35
Subscriber,W 24 St & 7 Ave,8 Ave & W 31 St,W 24 St & 7 Ave to 8 Ave & W 31 St,3511,6.23
Subscriber,W 38 St & 8 Ave,E 32 St & Park Ave,W 38 St & 8 Ave to E 32 St & Park Ave,3510,9.77
Subscriber,Broadway & W 32 St,Broadway & E 22 St,Broadway & W 32 St to Broadway & E 22 St,3508,6.45
Subscriber,West St & Chambers St,11 Ave & W 27 St,West St & Chambers St to 11 Ave & W 27 St,3505,18.53
Subscriber,W 41 St & 8 Ave,W 44 St & 5 Ave,W 41 St & 8 Ave to W 44 St & 5 Ave,3504,7.17
Subscriber,W 26 St & 10 Ave,W 25 St & 6 Ave,W 26 St & 10 Ave to W 25 St & 6 Ave,3501,7.76
Subscriber,Vesey Pl & River Terrace,Harrison St & Hudson St,Vesey Pl & River Terrace to Harrison St & Hudson St,3500,7.1
Subscriber,Broadway & W 41 St,Broadway & E 22 St,Broadway & W 41 St to Broadway & E 22 St,3500,10.31
Subscriber,Broadway & W 32 St,1 Ave & E 30 St,Broadway & W 32 St to 1 Ave & E 30 St,3497,7.92
Subscriber,W 20 St & 7 Ave,Broadway & E 22 St,W 20 St & 7 Ave to Broadway & E 22 St,3496,5.79
Subscriber,8 Ave & W 33 St,W 47 St & 10 Ave,8 Ave & W 33 St to W 47 St & 10 Ave,3496,9.97
Subscriber,W 21 St & 6 Ave,W 41 St & 8 Ave,W 21 St & 6 Ave to W 41 St & 8 Ave,3493,11.58
Customer,Vesey Pl & River Terrace,Vesey Pl & River Terrace,Vesey Pl & River Terrace to Vesey Pl & River Terrace,3491,37.67
Subscriber,Broadway & W 32 St,2 Ave & E 31 St,Broadway & W 32 St to 2 Ave & E 31 St,3491,7.46
Subscriber,Broadway & W 29 St,Lexington Ave & E 24 St,Broadway & W 29 St to Lexington Ave & E 24 St,3487,5.67
Subscriber,12 Ave & W 40 St,W 16 St & The High Line,12 Ave & W 40 St to W 16 St & The High Line,3486,10.96
Subscriber,Lexington Ave & E 63 St,1 Ave & E 68 St,Lexington Ave & E 63 St to 1 Ave & E 68 St,3486,6.68
Subscriber,Broadway & E 22 St,W 38 St & 8 Ave,Broadway & E 22 St to W 38 St & 8 Ave,3486,12.88
Subscriber,W 42 St & 8 Ave,8 Ave & W 52 St,W 42 St & 8 Ave to 8 Ave & W 52 St,3485,6.02
Subscriber,Broadway & E 14 St,W 21 St & 6 Ave,Broadway & E 14 St to W 21 St & 6 Ave,3485,7.53
Subscriber,W 31 St & 7 Ave,E 25 St & 2 Ave,W 31 St & 7 Ave to E 25 St & 2 Ave,3484,10.39
Subscriber,E 17 St & Broadway,W 22 St & 8 Ave,E 17 St & Broadway to W 22 St & 8 Ave,3478,9.04
Subscriber,Cleveland Pl & Spring St,Lafayette St & Jersey St,Cleveland Pl & Spring St to Lafayette St & Jersey St,3478,4.17
Subscriber,1 Ave & E 30 St,W 41 St & 8 Ave,1 Ave & E 30 St to W 41 St & 8 Ave,3475,14.17
Subscriber,W 27 St & 7 Ave,W 21 St & 6 Ave,W 27 St & 7 Ave to W 21 St & 6 Ave,3473,6.68
Subscriber,Murray St & West St,West Thames St,Murray St & West St to West Thames St,3473,7.46
Subscriber,E 17 St & Broadway,W 22 St & 10 Ave,E 17 St & Broadway to W 22 St & 10 Ave,3472,11.24
Subscriber,Maiden Ln & Pearl St,Barclay St & Church St,Maiden Ln & Pearl St to Barclay St & Church St,3465,5.37
Subscriber,1 Ave & E 30 St,Broadway & W 32 St,1 Ave & E 30 St to Broadway & W 32 St,3465,8.85
Subscriber,W 37 St & 5 Ave,W 33 St & 7 Ave,W 37 St & 5 Ave to W 33 St & 7 Ave,3464,5.42
Subscriber,Sullivan St & Washington Sq,E 4 St & 2 Ave,Sullivan St & Washington Sq to E 4 St & 2 Ave,3464,5.63
Subscriber,1 Ave & E 68 St,1 Ave & E 62 St,1 Ave & E 68 St to 1 Ave & E 62 St,3460,4.34
Subscriber,W 43 St & 10 Ave,Broadway & W 41 St,W 43 St & 10 Ave to Broadway & W 41 St,3460,6.78
Subscriber,W 31 St & 7 Ave,W 18 St & 6 Ave,W 31 St & 7 Ave to W 18 St & 6 Ave,3457,7.67
Subscriber,Broadway & W 29 St,Pershing Square North,Broadway & W 29 St to Pershing Square North,3456,8.49
Subscriber,E 58 St & 3 Ave,E 47 St & Park Ave,E 58 St & 3 Ave to E 47 St & Park Ave,3454,6.31
Subscriber,Yankee Ferry Terminal,Soissons Landing,Yankee Ferry Terminal to Soissons Landing,3453,27.32
Subscriber,W 18 St & 6 Ave,W 38 St & 8 Ave,W 18 St & 6 Ave to W 38 St & 8 Ave,3453,12.11
Subscriber,8 Ave & W 31 St,Broadway & W 49 St,8 Ave & W 31 St to Broadway & W 49 St,3452,10.07
Subscriber,Vesey Pl & River Terrace,Barrow St & Hudson St,Vesey Pl & River Terrace to Barrow St & Hudson St,3450,12.44
Subscriber,E 17 St & Broadway,E 30 St & Park Ave S,E 17 St & Broadway to E 30 St & Park Ave S,3449,7.46
Customer,5 Ave & E 73 St,Central Park S & 6 Ave,5 Ave & E 73 St to Central Park S & 6 Ave,3448,30.56
Subscriber,W 39 St & 9 Ave,11 Ave & W 27 St,W 39 St & 9 Ave to 11 Ave & W 27 St,3448,7.87
Subscriber,8 Ave & W 33 St,W 46 St & 11 Ave,8 Ave & W 33 St to W 46 St & 11 Ave,3448,10.26
Subscriber,W 31 St & 7 Ave,W 21 St & 6 Ave,W 31 St & 7 Ave to W 21 St & 6 Ave,3446,6.98
Subscriber,W 21 St & 6 Ave,W 20 St & 7 Ave,W 21 St & 6 Ave to W 20 St & 7 Ave,3446,4.83
Subscriber,E 33 St & 2 Ave,E 25 St & 2 Ave,E 33 St & 2 Ave to E 25 St & 2 Ave,3446,4.16
Subscriber,1 Ave & E 30 St,E 39 St & 2 Ave,1 Ave & E 30 St to E 39 St & 2 Ave,3441,5.33
Subscriber,Henry St & Grand St,Forsyth St & Broome St,Henry St & Grand St to Forsyth St & Broome St,3438,7.58
Subscriber,W 45 St & 8 Ave,W 46 St & 11 Ave,W 45 St & 8 Ave to W 46 St & 11 Ave,3438,6.79
Subscriber,W 43 St & 6 Ave,W 33 St & 7 Ave,W 43 St & 6 Ave to W 33 St & 7 Ave,3438,6.46
Subscriber,E 25 St & 2 Ave,E 17 St & Broadway,E 25 St & 2 Ave to E 17 St & Broadway,3437,8.97
Subscriber,Broadway & E 22 St,Lafayette St & E 8 St,Broadway & E 22 St to Lafayette St & E 8 St,3436,8.7
Subscriber,8 Ave & W 31 St,W 56 St & 10 Ave,8 Ave & W 31 St to W 56 St & 10 Ave,3436,13.18
Subscriber,W 38 St & 8 Ave,E 39 St & 2 Ave,W 38 St & 8 Ave to E 39 St & 2 Ave,3435,10.66
Subscriber,Christopher St & Greenwich St,9 Ave & W 14 St,Christopher St & Greenwich St to 9 Ave & W 14 St,3433,7.38
Subscriber,Pershing Square North,Lexington Ave & E 29 St,Pershing Square North to Lexington Ave & E 29 St,3433,6.54
Subscriber,E 25 St & 2 Ave,W 31 St & 7 Ave,E 25 St & 2 Ave to W 31 St & 7 Ave,3430,9.76
Subscriber,8 Ave & W 33 St,Broadway & W 51 St,8 Ave & W 33 St to Broadway & W 51 St,3429,9.74
Subscriber,W 34 St & 11 Ave,11 Ave & W 27 St,W 34 St & 11 Ave to 11 Ave & W 27 St,3426,4.56
Subscriber,W 41 St & 8 Ave,E 39 St & 2 Ave,W 41 St & 8 Ave to E 39 St & 2 Ave,3426,11.37
Subscriber,W 24 St & 7 Ave,10 Ave & W 28 St,W 24 St & 7 Ave to 10 Ave & W 28 St,3426,6.87
Subscriber,2 Ave & E 96 St,E 102 St & 1 Ave,2 Ave & E 96 St to E 102 St & 1 Ave,3422,4.57
Subscriber,Carmine St & 6 Ave,Great Jones St,Carmine St & 6 Ave to Great Jones St,3420,6.88
Subscriber,Franklin St & W Broadway,Barclay St & Church St,Franklin St & W Broadway to Barclay St & Church St,3416,5.22
Subscriber,Meserole Ave & Manhattan Ave,N 8 St & Driggs Ave,Meserole Ave & Manhattan Ave to N 8 St & Driggs Ave,3413,6.41
